"Tornillo tirafondo 10 x 1""",UND,RD$1.60,RD$1.36,,MINIBANNER CON LINK
"Tornillo tirafondo 12 x 1""",UND,RD$2.00,RD$1.69,,MINIBANNER CON LINK
"Tornillo tirafondo 14 x 1""",UND,RD$4.50,RD$3.81,,MINIBANNER CON LINK
"Tornillo tirafondo 14 x 3""",UND,RD$6.57,RD$5.57,,MINIBANNER CON LINK
,,,,,
CABLES DE ACERO TRENZADO,,,,,
"Cable de acero sin forro 1/16"" 1.5mm",PL,RD$3.00,RD$2.54,,MINIBANNER CON LINK
"Cable de acero sin forro 3/32"" 2.0mm",PL,RD$5.00,RD$4.24,,MINIBANNER CON LINK
"Cable de acero sin forro 1/8"" 3.0mm",PL,RD$6.50,RD$5.51,,MINIBANNER CON LINK
"Cable de acero sin forro 5/32"" 4.0mm",PL,RD$7.10,RD$6.02,,MINIBANNER CON LINK
"Cable de acero sin forro 3/16"" 5.0mm",PL,RD$10.12,RD$8.58,,MINIBANNER CON LINK
"Cable de acero sin forro 1/4"" 6mm",PL,RD$13.00,RD$11.02,,MINIBANNER CON LINK
"Cable de acero sin forro 5/16"" 8.0mm",PL,RD$20.10,RD$17.03,,MINIBANNER CON LINK
"Cable de acero sin forro 3/8"" 10mm",PL,RD$30.53,RD$25.87,,MINIBANNER CON LINK
"Cable de acero sin forro 1/2"" 12.0mm",PL,RD$34.33,RD$29.09,,MINIBANNER CON LINK
"Cable de acero con forro 1/16"" 1.5mm",PL,RD$3.37,RD$2.86,,MINIBANNER CON LINK
"Cable de acero con forro 3/32"" 2.0mm",PL,RD$4.32,RD$3.66,,MINIBANNER CON LINK
"Cable de acero con forro 1/8"" 3.0mm",PL,RD$7.00,RD$5.93,,MINIBANNER CON LINK
"Cable de acero con forro 5/32"" 4.0mm",PL,RD$9.00,RD$7.63,,MINIBANNER CON LINK
"Cable de acero con forro 3/16"" 5.0mm",PL,RD$14.00,RD$11.86,,MINIBANNER CON LINK
"Cable de acero con forro 1/4"" 6mm",PL,RD$21.00,RD$17.80,,MINIBANNER CON LINK
"Cable de acero con forro 5/16"" 8.0mm",PL,RD$28.00,RD$23.73,,MINIBANNER CON LINK
"Cable de acero con forro 3/8"" 10mm",PL,RD$42.00,RD$35.59,,MINIBANNER CON LINK
"Cable de acero con forro 1/2"" 12.0mm",PL,RD$42.00,RD$35.59,,MINIBANNER CON LINK
,,,,,
YESO - TODO COSTO,,,,,
Pañetes en Yeso en paredes,M2,RD$350.00,RD$296.61,,MINIBANNER CON LINK
Pañetes en Yeso en techos y vigas,M2,RD$375.00,RD$317.80,,MINIBANNER CON LINK
Plafones en Laminas -Panderetas Yeso,M2,"RD$1,950.00","RD$1,652.54",,MINIBANNER CON LINK
Cornisas,ML,RD$400.00,RD$338.98,,MINIBANNER CON LINK
"Roseta 16""",UND,RD$425.00,RD$360.17,,MINIBANNER CON LINK
"Roseta 24""",UND,RD$700.00,RD$593.22,,MINIBANNER CON LINK
Cantos en Yeso,ML,RD$145.00,RD$122.88,,MINIBANNER CON LINK
,,,,,
TUBERIAS DE HORMIGON,,,,,
"Tubo de Hormigon simple de   8"" x 1.00m",UND,RD$649.00,RD$550.00,,MINIBANNER CON LINK
"Tubos de Hormigon simple de 12"" x 1.10m",UND,"RD$1,003.00",RD$850.00,,MINIBANNER CON LINK
Tubos de Hormigon simple de 15¨ x 1.10m,UND,"RD$1,156.40",RD$980.00,,MINIBANNER CON LINK
Tubos de Hormigon simple de 18¨ x 1.10m,UND,"RD$1,711.00","RD$1,450.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 21¨ x 1.20m,UND,"RD$2,065.00","RD$1,750.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 24¨ x 1.20m,UND,"RD$2,596.00","RD$2,200.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 30¨ x 1.20m,UND,"RD$3,304.00","RD$2,800.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 36¨ x 1.20m,UND,"RD$4,602.00","RD$3,900.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 42¨ x 1.20m,UND,"RD$6,136.00","RD$5,200.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 48¨ x 1.20m,UND,"RD$7,788.00","RD$6,600.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 60¨ x 1.20m,UND,"RD$14,160.00","RD$12,000.00",,MINIBANNER CON LINK
Tubos de Hormigon armado de 72¨ x 1.20m,UND,"RD$17,700.00","RD$15,000.00",,MINIBANNER CON LINK
,,,,,
TUBERIAS Y PIEZAS PVC PRESION - SCH-40,,,,,
"Tubo ½""x19' PVC SCH-40",UND,RD$192.00,RD$162.71,,MINIBANNER CON LINK
"Tubo ¾""x19' PVC SCH-40",UND,RD$255.00,RD$216.10,,MINIBANNER CON LINK
"Tubo 1""x19' PVC SCH-40",UND,RD$435.00,RD$368.64,,MINIBANNER CON LINK
"Tubo 1-½""x19' PVC SCH-40",UND,RD$705.00,RD$597.46,,MINIBANNER CON LINK
"Tubo 2""x19' PVC SCH-40",UND,RD$919.00,RD$778.81,,MINIBANNER CON LINK
"Tubo 3""x19' PVC SCH-40",UND,"RD$1,069.00",RD$905.93,,MINIBANNER CON LINK
"Tubo 4""x19' PVC SCH-40",UND,"RD$2,476.00","RD$2,098.31",,MINIBANNER CON LINK
"Tubo 6""x19' PVC SCH-40",UND,"RD$5,242.00","RD$4,442.37",,MINIBANNER CON LINK
"Tubo 8""x19' PVC SCH-40",UND,"RD$7,102.00","RD$6,018.64",,MINIBANNER CON LINK
"Tubo ½""x19' PVC SCH-80 gris",UND,RD$535.00,RD$453.39,,MINIBANNER CON LINK
"Tubo ¾""x19' PVC SCH-80 gris",UND,RD$634.00,RD$537.29,,MINIBANNER CON LINK
"Tubo 1""x19' PVC SCH-80 gris",UND,RD$875.00,RD$741.53,,MINIBANNER CON LINK
"Tubo 1-½""x19' PVC SCH-80 gris",UND,"RD$1,485.00","RD$1,258.47",,MINIBANNER CON LINK
"Tubo 2""x19' PVC SCH-80 gris",UND,"RD$2,025.00","RD$1,716.10",,MINIBANNER CON LINK
"Tubo 3""x19' PVC SCH-80 gris",UND,"RD$2,550.00","RD$2,161.02",,MINIBANNER CON LINK
"Tubo 4""x19' PVC SCH-80 gris",UND,"RD$4,720.00","RD$4,000.00",,MINIBANNER CON LINK
"Codo 1/2"" x 90 PVC presión",UND,RD$10.00,RD$8.47,,MINIBANNER CON LINK
"Codo 3/4"" x 90 PVC presión",UND,RD$14.00,RD$11.86,,MINIBANNER CON LINK
"Codo 1"" x 90 PVC presión",UND,RD$22.00,RD$18.64,,MINIBANNER CON LINK
"Codo 1-1/2"" x 90 PVC presión",UND,RD$42.00,RD$35.59,,MINIBANNER CON LINK
"Codo 2"" x 90 PVC presión",UND,RD$65.00,RD$55.08,,MINIBANNER CON LINK
"Codo 3"" x 90 PVC presión",UND,RD$188.00,RD$159.32,,MINIBANNER CON LINK
"Codo 4"" x 90 PVC presión",UND,RD$287.00,RD$243.22,,MINIBANNER CON LINK
"Codo 6"" x 90 PVC presión",UND,RD$779.00,RD$660.17,,MINIBANNER CON LINK
"Codo 8"" x 45 PVC presión",UND,"RD$2,186.00","RD$1,852.54",,MINIBANNER CON LINK
"Codo 8"" x 90 PVC presión",UND,"RD$2,950.00","RD$2,500.00",,MINIBANNER CON LINK
"Codo 1/2"" x 45 PVC presión",UND,RD$12.50,RD$10.59,,MINIBANNER CON LINK
"Codo 3/4"" x 45 PVC presión",UND,RD$24.00,RD$20.34,,MINIBANNER CON LINK
"Codo 1"" x 45 PVC presión",UND,RD$36.00,RD$30.51,,MINIBANNER CON LINK
"Codo 1-1/2"" x 45 PVC presión",UND,RD$60.00,RD$50.85,,MINIBANNER CON LINK
"Codo 2"" x 45 PVC presión",UND,RD$82.00,RD$69.49,,MINIBANNER CON LINK
"Codo 3"" x 45 PVC presión",UND,RD$182.00,RD$154.24,,MINIBANNER CON LINK
"Codo 4"" x 45 PVC presión",UND,RD$340.55,RD$288.60,,MINIBANNER CON LINK
"Codo 6"" x 45 PVC presión",UND,RD$926.83,RD$785.45,,MINIBANNER CON LINK
"Tee 1/2"" PVC presión",UND,RD$13.50,RD$11.44,,MINIBANNER CON LINK
"Tee 3/4"" PVC presión",UND,RD$16.00,RD$13.56,,MINIBANNER CON LINK
"Tee 1"" PVC presión",UND,RD$25.00,RD$21.19,,MINIBANNER CON LINK
"Tee 1-1/2"" PVC presión",UND,RD$54.00,RD$45.76,,MINIBANNER CON LINK
"Tee 2"" PVC presión",UND,RD$81.00,RD$68.64,,MINIBANNER CON LINK
"Tee 3"" PVC presión",UND,RD$211.00,RD$178.81,,MINIBANNER CON LINK
"Tee 4"" PVC presión",UND,RD$392.00,RD$332.20,,MINIBANNER CON LINK
"Adaptador hembra 1/2"" PVC presión",UND,RD$6.75,RD$5.72,,MINIBANNER CON LINK
"Adaptador hembra 3/4"" PVC presión",UND,RD$9.00,RD$7.63,,MINIBANNER CON LINK
"Adaptador hembra 1"" PVC presión",UND,RD$16.00,RD$13.56,,MINIBANNER CON LINK
"Adaptador hembra 1-1/2"" PVC presión",UND,RD$36.00,RD$30.51,,MINIBANNER CON LINK
"Adaptador hembra 2"" PVC presión",UND,RD$77.00,RD$65.25,,MINIBANNER CON LINK
"Adaptador hembra 3"" PVC presión",UND,RD$96.00,RD$81.36,,MINIBANNER CON LINK
"Adaptador hembra 4"" PVC presión",UND,RD$77.50,RD$65.68,,MINIBANNER CON LINK
"Adaptador macho 1/2"" PVC presión",UND,RD$6.75,RD$5.72,,MINIBANNER CON LINK
"Adaptador macho 3/4"" PVC presión",UND,RD$7.85,RD$6.65,,MINIBANNER CON LINK
"Adaptador macho 1"" PVC presión",UND,RD$13.50,RD$11.44,,MINIBANNER CON LINK
"Adaptador macho 1-1/2"" PVC presión",UND,RD$35.00,RD$29.66,,MINIBANNER CON LINK
"Adaptador macho 2"" PVC presión",UND,RD$37.00,RD$31.36,,MINIBANNER CON LINK
"Adaptador macho 3"" PVC presión",UND,RD$133.00,RD$112.71,,MINIBANNER CON LINK
"Adaptador macho 4"" PVC presión",UND,RD$168.00,RD$142.37,,MINIBANNER CON LINK
"Adaptador macho 6"" PVC presión",UND,RD$315.00,RD$266.95,,MINIBANNER CON LINK
"Tapón hembra 1/2"" PVC presión",UND,RD$7.87,RD$6.67,,MINIBANNER CON LINK
"Tapón hembra 3/4"" PVC presión",UND,RD$8.75,RD$7.42,,MINIBANNER CON LINK
"Tapón hembra 1"" PVC presión",UND,RD$10.10,RD$8.56,,MINIBANNER CON LINK
"Tapón hembra 1-1/2"" PVC presión",UND,RD$34.00,RD$28.81,,MINIBANNER CON LINK
"Tapón hembra 2"" PVC presión",UND,RD$26.00,RD$22.03,,MINIBANNER CON LINK
"Tapón hembra 3"" PVC presión",UND,RD$75.00,RD$63.56,,MINIBANNER CON LINK
"Tapón hembra 4"" PVC presión",UND,RD$118.00,RD$100.00,,MINIBANNER CON LINK
"Reducción 3/4"" a 1/2"" PVC presión",UND,RD$8.10,RD$6.86,,MINIBANNER CON LINK
"Reducción 1"" a 1/2"" PVC presión",UND,RD$9.00,RD$7.63,,MINIBANNER CON LINK
"Reducción 1"" a 3/4"" PVC presión",UND,RD$30.00,RD$25.42,,MINIBANNER CON LINK
"Reducción 1-1/2"" a 1/2"" PVC presión",UND,RD$32.00,RD$27.12,,MINIBANNER CON LINK
"Reducción 1-1/2"" a 1"" PVC presión",UND,RD$42.00,RD$35.59,,MINIBANNER CON LINK
"Reducción 2"" a 1"" PVC presión",UND,RD$35.00,RD$29.66,,MINIBANNER CON LINK
"Reducción 3"" a 2"" PVC presión",UND,RD$139.00,RD$117.80,,MINIBANNER CON LINK
"Reducción 4"" a 2"" PVC presión",UND,RD$316.13,RD$267.91,,MINIBANNER CON LINK
"Reducción 4"" a 3"" PVC presión",UND,RD$535.00,RD$453.39,,MINIBANNER CON LINK
"Junta Dresser PVC 1/2""",UND,RD$30.00,RD$25.42,,MINIBANNER CON LINK
"Junta Dresser PVC 3/4""",UND,RD$49.00,RD$41.53,,MINIBANNER CON LINK
"Junta Dresser PVC 1""",UND,RD$50.00,RD$42.37,,MINIBANNER CON LINK
"Junta Dresser PVC 1-1/2""",UND,RD$128.00,RD$108.47,,MINIBANNER CON LINK
"Junta Dresser PVC 2""",UND,RD$268.00,RD$227.12,,MINIBANNER CON LINK
"Junta Dresser PVC 3""",UND,RD$532.00,RD$450.85,,MINIBANNER CON LINK
"Junta Dresser PVC 4""",UND,RD$700.00,RD$593.22,,MINIBANNER CON LINK
"Check horizontal 1/2""",UND,RD$297.00,RD$251.69,,MINIBANNER CON LINK
"Check horizontal 3/4""",UND,RD$408.00,RD$345.76,,MINIBANNER CON LINK
"Check horizontal 1""",UND,RD$610.00,RD$516.95,,MINIBANNER CON LINK
"Check horizontal 1-1/2""",UND,"RD$1,100.00",RD$932.20,,MINIBANNER CON LINK
"Check vertical 1/2""",UND,RD$372.00,RD$315.25,,MINIBANNER CON LINK
"Check vertical 3/4""",UND,RD$496.00,RD$420.34,,MINIBANNER CON LINK
"Check vertical 1""",UND,RD$641.00,RD$543.22,,MINIBANNER CON LINK
"Check vertical 1-1/2""",UND,"RD$1,290.00","RD$1,093.22",,MINIBANNER CON LINK
"Llave de paso de bola palanca 1/4""",UND,RD$180.00,RD$152.54,,MINIBANNER CON LINK
"Llave de paso de bola palanca 1/2""",UND,RD$205.00,RD$173.73,,MINIBANNER CON LINK
"Llave de paso de bola palanca 3/4""",UND,RD$325.00,RD$275.42,,MINIBANNER CON LINK
"Llave de paso de bola palanca 1""",UND,RD$482.00,RD$408.47,,MINIBANNER CON LINK
"Llave de paso de bola palanca 1-1/2""",UND,RD$945.00,RD$800.85,,MINIBANNER CON LINK
"Llave de bola mariposa 1/2""",UND,RD$250.00,RD$211.86,,MINIBANNER CON LINK
"Llave de bola mariposa 3/4""",UND,RD$310.00,RD$262.71,,MINIBANNER CON LINK
,,,,,
TUBERIAS Y PIEZAS PVC DRENAJE,,,,,
Cemento PVC OATEY 32oz,UND,RD$742.00,RD$628.81,,MINIBANNER CON LINK
Cemento PVC OATEY 16oz,UND,RD$431.00,RD$365.25,,MINIBANNER CON LINK
Cemento PVC OATEY 8oz,UND,RD$283.00,RD$239.83,,MINIBANNER CON LINK
Cemento PVC OATEY 4oz,UND,RD$162.00,RD$137.29,,MINIBANNER CON LINK
"Tubo ½""x19' PVC SDR-26",UND,RD$61.00,RD$51.69,,MINIBANNER CON LINK
"Tubo ¾""x19' PVC SDR-26",UND,RD$112.00,RD$94.92,,MINIBANNER CON LINK
"Tubo 1""x19' PVC SDR-26",UND,RD$182.00,RD$154.24,,MINIBANNER CON LINK
"Tubo 1-½""x19' PVC SDR-26",UND,RD$339.00,RD$287.29,,MINIBANNER CON LINK
"Tubo 2""x19' PVC SDR-26",UND,RD$562.00,RD$476.27,,MINIBANNER CON LINK
"Tubo 3""x19' PVC SDR-26",UND,"RD$1,217.00","RD$1,031.36",,MINIBANNER CON LINK
"Tubo 4""x19' PVC SDR-26",UND,"RD$2,016.00","RD$1,708.47",,MINIBANNER CON LINK
"Tubo 6""x19' PVC SDR-26",UND,"RD$4,055.00","RD$3,436.44",,MINIBANNER CON LINK
"Tubo 8""x19' PVC SDR-26",UND,"RD$8,935.00","RD$7,572.03",,MINIBANNER CON LINK
"Tubo 1-1/2""x19 PVC SDR-41",UND,RD$225.00,RD$190.68,,MINIBANNER CON LINK
"Tubo 2""x19 PVC SDR-41",UND,RD$360.00,RD$305.08,,MINIBANNER CON LINK
"Tubo 3""x19 PVC SDR-41",UND,RD$770.00,RD$652.54,,MINIBANNER CON LINK
"Tubo 4""x19 PVC SDR-41",UND,"RD$1,190.00","RD$1,008.47",,MINIBANNER CON LINK
"Tubo 6""x19 PVC SDR-41",UND,"RD$2,800.00","RD$2,372.88",,MINIBANNER CON LINK
"Tubo 8""x19 PVC SDR-41",UND,"RD$5,500.00","RD$4,661.02",,MINIBANNER CON LINK
"Tubo 1""x19' PVC DRENAJE",UND,RD$105.00,RD$88.98,,MINIBANNER CON LINK
"Tubo 1-1/2""x19' PVC DRENAJE",UND,RD$130.00,RD$110.17,,MINIBANNER CON LINK
"Tubo 2""x19' PVC DRENAJE",UND,RD$245.00,RD$207.63,,MINIBANNER CON LINK
"Tubo 3""x19' PVC DRENAJE",UND,RD$479.00,RD$405.93,,MINIBANNER CON LINK
"Tubo 4""x19' PVC DRENAJE",UND,RD$599.00,RD$507.63,,MINIBANNER CON LINK
"Tubo 6""x19' PVC DRENAJE",UND,"RD$1,008.00",RD$854.24,,MINIBANNER CON LINK
"Tubo 8""x19' PVC DRENAJE",UND,"RD$3,316.00","RD$2,810.17",,MINIBANNER CON LINK
"Codo 2"" x 90 PVC Drenaje",UND,RD$33.00,RD$27.97,,MINIBANNER CON LINK
"Codo 3"" x 90 PVC Drenaje",UND,RD$83.00,RD$70.34,,MINIBANNER CON LINK
"Codo 4"" x 90 PVC Drenaje",UND,RD$120.00,RD$101.69,,MINIBANNER CON LINK
"Codo 6"" x 90 PVC Drenaje",UND,RD$381.00,RD$322.88,,MINIBANNER CON LINK
"Codo 2"" x 45 PVC Drenaje",UND,RD$23.00,RD$19.49,,MINIBANNER CON LINK
"Codo 3"" x 45 PVC drenaje",UND,RD$60.00,RD$50.85,,MINIBANNER CON LINK
"Codo 4"" x 45 PVC Drenaje",UND,RD$89.00,RD$75.42,,MINIBANNER CON LINK
"Codo 6"" x 45 PVC Drenaje",UND,RD$331.00,RD$280.51,,MINIBANNER CON LINK
"Tee 1-1/2"" PVC drenaje",UND,RD$39.00,RD$33.05,,MINIBANNER CON LINK
"Tee 2"" PVC drenaje",UND,RD$50.00,RD$42.37,,MINIBANNER CON LINK
"Tee 3"" PVC drenaje",UND,RD$161.00,RD$136.44,,MINIBANNER CON LINK
"Tee 4"" PVC drenaje",UND,RD$212.00,RD$179.66,,MINIBANNER CON LINK
"Tee 6"" PVC drenaje",UND,RD$455.00,RD$385.59,,MINIBANNER CON LINK
"Tee 3"" x 2"" PVC drenaje",UND,RD$95.00,RD$80.51,,MINIBANNER CON LINK
"Tee 4"" x 2"" PVC drenaje",UND,RD$113.00,RD$95.76,,MINIBANNER CON LINK
"Tee 4"" x 3"" PVC drenaje",UND,RD$160.00,RD$135.59,,MINIBANNER CON LINK
"Tee 6"" x 4"" PVC drenaje",UND,"RD$1,350.00","RD$1,144.07",,MINIBANNER CON LINK
"Yee 2"" x 2"" PVC drenaje",UND,RD$74.00,RD$62.71,,MINIBANNER CON LINK
"Yee 3"" x 3"" PVC drenaje",UND,RD$123.00,RD$104.24,,MINIBANNER CON LINK
"Yee 4"" x 4"" PVC Drenaje",UND,RD$210.00,RD$177.97,,MINIBANNER CON LINK
"Yee 6"" a 6"" PVC Drenaje",UND,RD$635.00,RD$538.14,,MINIBANNER CON LINK
"Yee 3"" a 2"" PVC Drenaje",UND,RD$189.00,RD$160.17,,MINIBANNER CON LINK
"Yee 4"" a 2"" PVC Drenaje",UND,RD$179.00,RD$151.69,,MINIBANNER CON LINK
"Yee 4"" a 3"" PVC Drenaje",UND,RD$213.00,RD$180.51,,MINIBANNER CON LINK
"Sifón 2"" PVC drenaje",UND,RD$95.00,RD$80.51,,MINIBANNER CON LINK
"Sifón 4"" PVC drenaje",UND,RD$650.00,RD$550.85,,MINIBANNER CON LINK
"Reducción 2"" a 1-1/2"" PVC drenaje",UND,RD$25.00,RD$21.19,,MINIBANNER CON LINK
"Reducción 4"" x 2"" PVC drenaje",UND,RD$62.00,RD$52.54,,MINIBANNER CON LINK
"Reducción 4"" x 3"" PVC drenaje",UND,RD$65.00,RD$55.08,,MINIBANNER CON LINK
"Reducción 6"" x 4"" PVC drenaje",UND,RD$355.00,RD$300.85,,MINIBANNER CON LINK
,,,,,
TUBERIAS POLIETILENO Y PIEZAS BRONCE,,,,,
Tubería Flexible Polietileno 12mm - PARA GLP,PIE,RD$9.00,RD$7.63,,MINIBANNER CON LINK
Tubería Flexible Polietileno 15mm,PIE,RD$13.50,RD$11.44,,MINIBANNER CON LINK
Tubería Flexible Polietileno 18mm,PIE,RD$23.00,RD$19.49,,MINIBANNER CON LINK
Conector Racor Macho 12mm,UND,RD$115.00,RD$97.46,,MINIBANNER CON LINK
Conector Racor Macho 15mm,UND,RD$105.00,RD$88.98,,MINIBANNER CON LINK
Conector Racor Macho 18mm,UND,RD$130.00,RD$110.17,,MINIBANNER CON LINK
Conector Racor hembra 12mm,UND,RD$145.00,RD$122.88,,MINIBANNER CON LINK
Conector Racor hembra 15mm,UND,RD$119.00,RD$100.85,,MINIBANNER CON LINK
Conector Racor hembra 18mm,UND,RD$135.00,RD$114.41,,MINIBANNER CON LINK
"Codo hembra 1/2"" - 12mm x 90 grados bronce",UND,RD$129.00,RD$109.32,,MINIBANNER CON LINK
"Codo hembra 1/2"" - 15mm x 90 grados bronce",UND,RD$149.00,RD$126.27,,MINIBANNER CON LINK
"Codo hembra 1/2"" - 18mm x 90 grados bronce",UND,RD$250.00,RD$211.86,,MINIBANNER CON LINK
Tee 12mm bronce,UND,RD$359.00,RD$304.24,,MINIBANNER CON LINK
Tee 15mm bronce,UND,RD$350.00,RD$296.61,,MINIBANNER CON LINK
Tee 18mm bronce,UND,RD$300.75,RD$254.87,,MINIBANNER CON LINK
Unión bronce 12mm,UND,RD$195.00,RD$165.25,,MINIBANNER CON LINK
Unión bronce 15mm,UND,RD$165.00,RD$139.83,,MINIBANNER CON LINK
Unión bronce 18mm,UND,RD$190.00,RD$161.02,,MINIBANNER CON LINK
,,,,,
TUBERIAS y PIEZAS POLIPROPILENO PPR,,,,,
Tubería Polipropileno PPR 20mm,UND,RD$226.00,RD$191.53,,MINIBANNER CON LINK
Tubería Polipropileno PPR 25mm,UND,RD$342.00,RD$289.83,,MINIBANNER CON LINK
Tubería Polipropileno PPR 32mm,UND,RD$558.00,RD$472.88,,MINIBANNER CON LINK
Tubería Polipropileno PPR 50mm,UND,"RD$1,225.00","RD$1,038.14",,MINIBANNER CON LINK
Tubería Polipropileno PPR 63mm,UND,"RD$1,414.00","RD$1,198.31",,MINIBANNER CON LINK
Codo 20mm PPR,UND,RD$9.00,RD$7.63,,MINIBANNER CON LINK
Codo 25mm PPR,UND,RD$14.00,RD$11.86,,MINIBANNER CON LINK
Codo 32mm PPR,UND,RD$25.00,RD$21.19,,MINIBANNER CON LINK
Codo 50mm PPR,UND,RD$60.00,RD$50.85,,MINIBANNER CON LINK
Codo 63mm PPR,UND,RD$100.00,RD$84.75,,MINIBANNER CON LINK
Codo 20mm x 45 PPR,UND,RD$11.50,RD$9.75,,MINIBANNER CON LINK
Codo 25mm x 45 PPR,UND,RD$15.00,RD$12.71,,MINIBANNER CON LINK
Codo 32mm x 45 PPR,UND,RD$32.00,RD$27.12,,MINIBANNER CON LINK
Codo 50mm x 45 PPR,UND,RD$45.00,RD$38.14,,MINIBANNER CON LINK
Codo 63mm x 45 PPR,UND,RD$80.49,RD$68.21,,MINIBANNER CON LINK
Tee 20mm PPR,UND,RD$9.95,RD$8.43,,MINIBANNER CON LINK
Tee 25mm PPR,UND,RD$14.72,RD$12.47,,MINIBANNER CON LINK
Tee 32mm PPR,UND,RD$26.00,RD$22.03,,MINIBANNER CON LINK
Tee 50mm PPR,UND,RD$75.00,RD$63.56,,MINIBANNER CON LINK
Tee 63mm PPR,UND,RD$103.43,RD$87.65,,MINIBANNER CON LINK
Unión universal 20mm PPR,UND,RD$63.00,RD$53.39,,MINIBANNER CON LINK
Unión universal 32mm PPR,UND,RD$110.00,RD$93.22,,MINIBANNER CON LINK
Unión universal 50mm PPR,UND,RD$255.00,RD$216.10,,MINIBANNER CON LINK
Unión universal 63mm PPR,UND,RD$390.50,RD$330.93,,MINIBANNER CON LINK
"Codo macho 1/2"" x 25 PPR",UND,RD$89.00,RD$75.42,,MINIBANNER CON LINK
"Codo macho 1/2"" x 32 PPR",UND,RD$145.00,RD$122.88,,MINIBANNER CON LINK
"Codo macho 1"" x 32mm PPR",UND,RD$122.00,RD$103.39,,MINIBANNER CON LINK
"Codo macho 1/2"" x 20mm PPR",UND,RD$90.00,RD$76.27,,MINIBANNER CON LINK
"Codo hembra3/4"" x 20mm PPR",UND,RD$90.00,RD$76.27,,MINIBANNER CON LINK
"Codo hembra 3/4"" x 25mm PPR",UND,RD$80.00,RD$67.80,,MINIBANNER CON LINK
"Codo hembra 1/2"" x 25mm PPR",UND,RD$70.00,RD$59.32,,MINIBANNER CON LINK
"Codo hembra 3/4"" x 20mm PPR",UND,RD$110.00,RD$93.22,,MINIBANNER CON LINK
"Codo hembra 3/4"" x 32mm PPR",UND,RD$101.00,RD$85.59,,MINIBANNER CON LINK
"Codo hembra 1"" x 32mm PPR",UND,RD$156.00,RD$132.20,,MINIBANNER CON LINK
"Adaptador hembra 3/4"" x 20mm PPR",UND,RD$70.00,RD$59.32,,MINIBANNER CON LINK
"Adaptador hembra 3/4"" x 25mm PPR",UND,RD$81.00,RD$68.64,,MINIBANNER CON LINK
"Adaptador hembra 3/4"" x 32mm PPR",UND,RD$85.00,RD$72.03,,MINIBANNER CON LINK
,,,,,
TUBERIAS Y PIEZAS HIERRO GALVANIZADO H.G.,,,,,
"Tubo 1/2""x20 H.G.",UND,RD$649.00,RD$550.00,,MINIBANNER CON LINK
"Tubo 3/4""x20 H.G.",UND,"RD$1,266.00","RD$1,072.88",,MINIBANNER CON LINK
"Tubo 1""x20 H.G.",UND,"RD$1,282.00","RD$1,086.44",,MINIBANNER CON LINK
"Tubo 1-1/2""x20 H.G.",UND,"RD$2,557.00","RD$2,166.95",,MINIBANNER CON LINK
"Tubo 2""x20 H.G.",UND,"RD$3,248.00","RD$2,752.54",,MINIBANNER CON LINK
"Tubo 3""x20 H.G.",UND,"RD$3,717.00","RD$3,150.00",,MINIBANNER CON LINK
"Tubo 4""x20 H.G.",UND,"RD$5,044.50","RD$4,275.00",,MINIBANNER CON LINK
"Codo de 1/2"" x 90 H.G.",UND,RD$26.50,RD$22.46,,MINIBANNER CON LINK
"Codo de 3/4"" x 90 H.G.",UND,RD$36.76,RD$31.15,,MINIBANNER CON LINK
"Codo de 1"" x 90 H.G.",UND,RD$47.58,RD$40.32,,MINIBANNER CON LINK
"Codo de 1-1/2"" x 90 H.G.",UND,RD$87.56,RD$74.20,,MINIBANNER CON LINK
"Codo de 2"" x 90 H.G.",UND,RD$132.70,RD$112.46,,MINIBANNER CON LINK
"Codo de 3"" x 90 H.G.",UND,RD$330.00,RD$279.66,,MINIBANNER CON LINK
"Codo de 4"" x 90 H.G.",UND,RD$580.00,RD$491.53,,MINIBANNER CON LINK
"Codo niple de 1/2"" H.G.",UND,RD$32.19,RD$27.28,,MINIBANNER CON LINK
"Codo niple de 3/4"" H.G.",UND,RD$35.51,RD$30.09,,MINIBANNER CON LINK
"Codo niple de 1"" H.G.",UND,RD$55.42,RD$46.97,,MINIBANNER CON LINK
"Codo niple de 1-1/2"" H.G.",UND,RD$135.40,RD$114.75,,MINIBANNER CON LINK
"Codo niple de 2"" x 90 H.G.",UND,RD$190.00,RD$161.02,,MINIBANNER CON LINK
"Tee de 1/2"" H.G.",UND,RD$30.68,RD$26.00,,MINIBANNER CON LINK
"Tee de 3/4"" H.G.",UND,RD$43.93,RD$37.23,,MINIBANNER CON LINK
"Tee de 1"" H.G.",UND,RD$62.53,RD$52.99,,MINIBANNER CON LINK
"Tee de 1-1/2"" H.G.",UND,RD$123.90,RD$105.00,,MINIBANNER CON LINK
"Tee de 2"" H.G.",UND,RD$138.86,RD$117.68,,MINIBANNER CON LINK
"Tee de 3"" H.G.",UND,RD$528.54,RD$447.92,,MINIBANNER CON LINK
