Lente de seguridad Pyramex con cordon,UND,RD$203.03,RD$172.06,,MINIBANNER CON LINK
"Cinta reflectiva adhesiva rojo-blanco - Rollo 2"" x 150 pies",UND,"RD$6,318.48","RD$5,354.64",,MINIBANNER CON LINK
Bota de seguridad con punta de acero Worksafe,UND,"RD$3,124.11","RD$2,647.55",,MINIBANNER CON LINK
Centella color ambar 12-80V con enchufe tipo encendedor,UND,"RD$4,998.70","RD$4,236.19",,MINIBANNER CON LINK
"Drumm alta densidad con cintas reflectivas 4"" y pesa 25lbs",UND,"RD$4,573.77","RD$3,876.08",,MINIBANNER CON LINK
,,,,,
PINTURAS,,,,,
Pintura Acrílica color preparado Popular,GL,"RD$1,250.00","RD$1,059.32",,MINIBANNER CON LINK
Pintura Acrílica superior Popular,GL,"RD$1,140.00",RD$966.10,,MINIBANNER CON LINK
Pintura Acrílica Plus Tropical,GL,"RD$1,140.00",RD$966.10,,MINIBANNER CON LINK
Pintura Acrílica contractor Tropical,GL,RD$840.00,RD$711.86,,MINIBANNER CON LINK
Pintura Ambient Acrilica Tropical,GL,"RD$1,524.00","RD$1,291.53",,MINIBANNER CON LINK
Pintura Ambient Semigloss Tropical,GL,"RD$1,524.00","RD$1,291.53",,MINIBANNER CON LINK
Pintura Ambient Esmalte Tropical,GL,"RD$1,235.00","RD$1,046.61",,MINIBANNER CON LINK
Pintura Económica - Domastur,GL,RD$311.47,RD$263.96,,MINIBANNER CON LINK
Pintura Económica Ultratex - Tropical,GL,RD$459.00,RD$388.98,,MINIBANNER CON LINK
Pintura Semigloss Popular color preparado,GL,"RD$1,235.00","RD$1,046.61",,MINIBANNER CON LINK
Pintura Semigloss Popular,GL,"RD$1,210.00","RD$1,025.42",,MINIBANNER CON LINK
Pintura Semigloss Plus Tropical,GL,"RD$1,300.00","RD$1,101.69",,MINIBANNER CON LINK
Pintura Semigloss contractor Tropical,GL,"RD$1,100.00",RD$932.20,,MINIBANNER CON LINK
Pintura Esmalte Plus Tropical,GL,"RD$1,546.00","RD$1,310.17",,MINIBANNER CON LINK
Pintura Mantenimiento Popular,GL,"RD$1,304.00","RD$1,105.08",,MINIBANNER CON LINK
Pintura Contractor Esmalte Tropical,GL,RD$890.00,RD$754.24,,MINIBANNER CON LINK
Pintura Mantenimiento Industrial Tropical,GL,"RD$1,697.00","RD$1,438.14",,MINIBANNER CON LINK
Dry-Coat Lanco Base+Pintura+Impermeab.,GL,"RD$2,179.00","RD$1,846.61",,MINIBANNER CON LINK
Aqua Proof Lanco Membrana impermeable de aislamiento,GL,"RD$1,539.00","RD$1,304.24",,MINIBANNER CON LINK
Sealer Lanco Primer Impermeabilizante,GL,"RD$1,020.00",RD$864.41,,MINIBANNER CON LINK
Pintura Epóxica Popular,GL,"RD$3,160.00","RD$2,677.97",,MINIBANNER CON LINK
Pintura Aquapóxica Tropical,GL,"RD$2,080.80","RD$1,763.39",,MINIBANNER CON LINK
Pintura Anticorrosivo Tropical,GL,RD$673.00,RD$570.34,,MINIBANNER CON LINK
Pintura de tráfico Plus Tarmark Tropical,GL,"RD$1,714.00","RD$1,452.54",,MINIBANNER CON LINK
Laca natural Tropical,GL,RD$930.00,RD$788.14,,MINIBANNER CON LINK
Barniz natural Tropical,GL,RD$819.14,RD$694.19,,MINIBANNER CON LINK
Barniz marino Tropical,GL,"RD$1,053.09",RD$892.45,,MINIBANNER CON LINK
Pintura Ferro Tropical,GL,"RD$1,701.24","RD$1,441.73",,MINIBANNER CON LINK
Pintura Esmalte Alquidico Tropical,GL,"RD$1,280.06","RD$1,084.80",,MINIBANNER CON LINK
Thinner Popular AAA 2000,GL,RD$369.00,RD$312.71,,MINIBANNER CON LINK
Aguarrás Tropical,GL,RD$350.00,RD$296.61,,MINIBANNER CON LINK
Oxidod rojo Tropical,,RD$550.79,RD$466.77,,
Adhesivo líquido para concreto o empañete LANCO CB-606 (Torobond),GL,RD$950.00,RD$805.08,,MINIBANNER CON LINK
"Brocha 1/2"" doble celda pelo blanco  ",UND,RD$22.50,RD$19.07,,MINIBANNER CON LINK
"Brocha 3/4"" doble celda pelo blanco  ",UND,RD$39.00,RD$33.05,,MINIBANNER CON LINK
"Brocha 1"" doble celda pelo blanco   ",UND,RD$91.00,RD$77.12,,MINIBANNER CON LINK
"Brocha 1-1/2"" doble celda pelo blanco  ",UND,RD$120.00,RD$101.69,,MINIBANNER CON LINK
"Brocha 2"" doble celda pelo blanco  ",UND,RD$160.00,RD$135.59,,MINIBANNER CON LINK
"Brocha 2-1/2"" doble celda pelo blanco  ",UND,RD$185.00,RD$156.78,,MINIBANNER CON LINK
"Brocha 3"" doble celda pelo blanco  ",UND,RD$254.99,RD$216.09,,MINIBANNER CON LINK
"Brocha 4"" doble celda pelo blanco  ",UND,RD$276.00,RD$233.90,,MINIBANNER CON LINK
Porta Rolo Lanco,UND,RD$111.82,RD$94.76,,MINIBANNER CON LINK
Bandeja Plastica,UND,RD$175.00,RD$148.31,,MINIBANNER CON LINK
Mota antigoteo Lanco,UND,RD$243.00,RD$205.93,,MINIBANNER CON LINK
Mota para rolo Superficie rugoso Lanco,UND,RD$225.00,RD$190.68,,MINIBANNER CON LINK
Extension telescopica fibra 6-12 pies,UND,"RD$1,037.82",RD$879.51,,MINIBANNER CON LINK
Extension telescopica fibra 4-8 pies,UND,RD$889.26,RD$753.61,,MINIBANNER CON LINK
Extension telescopica Alum. 2-4M Premier,UND,RD$444.14,RD$376.39,,MINIBANNER CON LINK
Extension telescopica Alum. 6-12M Premier,UND,RD$903.97,RD$766.08,,MINIBANNER CON LINK
"Masking Tape 1/2""",UND,RD$24.00,RD$20.34,,MINIBANNER CON LINK
"Masking Tape 3/4""",UND,RD$28.00,RD$23.73,,MINIBANNER CON LINK
"Masking Tape 1""",UND,RD$36.97,RD$31.33,,MINIBANNER CON LINK
"Masking Tape 1-1/2""",UND,RD$60.00,RD$50.85,,MINIBANNER CON LINK
"Masking Tape 2""",UND,RD$73.00,RD$61.86,,MINIBANNER CON LINK
"Masking Tape verde 3/4"" x 55 m.",UND,RD$197.00,RD$166.95,,MINIBANNER CON LINK
"Masking Tape azul 3/4"" x 60 ydas",UND,RD$213.00,RD$180.51,,MINIBANNER CON LINK
"Masking Tape azul 2"" x 60 ydas",UND,RD$401.00,RD$339.83,,MINIBANNER CON LINK
"Masking Tape Orange 1.8"" x 54.8M",UND,RD$128.00,RD$108.47,,MINIBANNER CON LINK
"Tape de aluminio 2"" x 10 ydas",UND,RD$130.00,RD$110.17,,MINIBANNER CON LINK
"Duct Tape 2"" x 50 m",UND,RD$242.00,RD$205.08,,MINIBANNER CON LINK
"Cinta para empaque transparente 18"" x 1500Y",UND,RD$835.00,RD$707.63,,MINIBANNER CON LINK
Andamios - Guindolas,M2,RD$120.00,RD$101.69,,MINIBANNER CON LINK
,,,,,
"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",,,,,
Planchas de yeso Sheetrock 1/2 x 4 x 8,UND,RD$517.50,RD$438.56,,MINIBANNER CON LINK
"Plancha dens glass Gold 1/2"" x 4 x 8 pies",UND,"RD$1,472.00","RD$1,247.46",,MINIBANNER CON LINK
"Plancha Durock 4 x 8 pies x 1/2""",UND,"RD$1,736.50","RD$1,471.61",,MINIBANNER CON LINK
"Parales - Studs 2-1/2"" x 10 C25",UND,RD$155.25,RD$131.57,,MINIBANNER CON LINK
"Durmientes - Tracks 2-1/2"" x 8 C25",UND,RD$135.70,RD$115.00,,MINIBANNER CON LINK
Cinta de yeso 250 PL,UND,RD$138.00,RD$116.95,,MINIBANNER CON LINK
Masilla para sheetrock 5GL,UND,"RD$1,368.50","RD$1,159.75",,MINIBANNER CON LINK
"Clavos 1-1/4"" con arandelas Caja de 100unds",UND,RD$448.50,RD$380.08,,MINIBANNER CON LINK
Fulminates - Green Shots Caja de 100unds,UND,RD$368.00,RD$311.86,,MINIBANNER CON LINK
"Tornillos 6 x 1-1/4"" LBS 293 Torn/LB",LB,RD$184.00,RD$155.93,,MINIBANNER CON LINK
"Tornillos 7 x 7/16"" LBS 354 Torn/LB",LB,RD$207.00,RD$175.42,,MINIBANNER CON LINK
Esquinero metálico 10 pies,UND,RD$103.50,RD$87.71,,MINIBANNER CON LINK
"Parales - Studs 2-1/2"" x 10 C22",UND,RD$212.75,RD$180.30,,MINIBANNER CON LINK
"Durmientes - Tracks 2-1/2"" x 8 C20",UND,RD$184.00,RD$155.93,,MINIBANNER CON LINK
"Cinta Durock 2"" 300PL",UND,RD$333.50,RD$282.63,,MINIBANNER CON LINK
Esquinero en vinil 10 PL,UND,RD$138.00,RD$116.95,,MINIBANNER CON LINK
Planchas de yeso 1/2 x 4 x 8 pies,UND,RD$454.25,RD$384.96,,MINIBANNER CON LINK
"Parales - Studs 1-5/8"" x 10 C25",UND,RD$135.70,RD$115.00,,MINIBANNER CON LINK
,,,,,
CONSTRUCCÓN LIGERAS - DANPALON ,,,,,
"Planchas   Dual, Dual 2 & Softlite  60cms x 11.98m - 8mm",UND,"RD$10,700.00","RD$9,067.80",,Plasticos Comerciales - Materiales generales
"Planchas  Dual, Dual 2 & Softlite  60cms x 11.98m - 10mm",UND,"RD$11,900.00","RD$10,084.75",,Plasticos Comerciales - Materiales generales
Planchas   Multicelda & DP Multicelda SoftLite 60cms x 11.98m - 6mm,UND,"RD$7,400.00","RD$6,271.19",,Plasticos Comerciales - Materiales generales
Planchas  Multicelda & DP Multicelda SoftLite Lowe 60cms x 11.98m - 8mm,UND,"RD$11,900.00","RD$10,084.75",,Plasticos Comerciales - Materiales generales
Planchas  Multicelda & DP Multicelda SoftLite  60cms x 11.98m - 8mm,UND,"RD$11,900.00","RD$10,084.75",,Plasticos Comerciales - Materiales generales
Planchas Multicelda & DP Multicelda SoftLite 99.8cms x 11.98m - 16mm,UND,"RD$22,400.00","RD$18,983.05",,Plasticos Comerciales - Materiales generales
Planchas  3D Lite 60cms x 11.98m - 22mm,UND,"RD$19,600.00","RD$16,610.17",,Plasticos Comerciales - Materiales generales
Aseguradores acero inoxidable 6mm,UND,RD$75.00,RD$63.56,,Plasticos Comerciales - Materiales generales
Aseguradores  acero inoxidable HD 8mm,UND,RD$48.00,RD$40.68,,Plasticos Comerciales - Materiales generales
Aseguradores  acero inoxidable 16mm,UND,RD$105.00,RD$88.98,,Plasticos Comerciales - Materiales generales
Aseguradores  expansión roof 10mm,UND,RD$95.00,RD$80.51,,Plasticos Comerciales - Materiales generales
Tornillos para asegurar  Acero inoxidable 4.10x16¨,UND,RD$5.00,RD$4.24,,Plasticos Comerciales - Materiales generales
Tornillos para asegurar Danpalon Compacto y multicelda  4.8x50´´,UND,RD$8.00,RD$6.78,,Plasticos Comerciales - Materiales generales
Cinta adhesiva   34mm x 33m,ML,RD$50.00,RD$42.37,,Plasticos Comerciales - Materiales generales
"Cinta adhesiva   1-1/2"" x 33m",ML,RD$70.00,RD$59.32,,Plasticos Comerciales - Materiales generales
"Cinta adhesiva    2"" x 33m",ML,RD$70.00,RD$59.32,,Plasticos Comerciales - Materiales generales
"Conector ""U"" para Danpalon Dual, Panal, Multicelda y  Softlite - Alumio anodizado 6m",UND,"RD$3,950.00","RD$3,347.46",,Plasticos Comerciales - Materiales generales
"Conector ""U"" para Danpalon Dual, Panal, Multicelda y  Softlite - Policarbonato 11.98m",UND,"RD$2,200.00","RD$1,864.41",,Plasticos Comerciales - Materiales generales
"Conector ""U"" 1040 para Danpalon multicelda Policarbonato 11.98m - 16mm",UND,"RD$3,250.00","RD$2,754.24",,Plasticos Comerciales - Materiales generales
"Conector ""U"" 1040 para Danpalon multicelda Separador de aluminio 11.98m - 16mm",UND,"RD$6,400.00","RD$5,423.73",,Plasticos Comerciales - Materiales generales
"Conector ""U"" 1040 para Danpalon multicelda Tornillo p/separador de aluminio 48x50",UND,RD$11.00,RD$9.32,,Plasticos Comerciales - Materiales generales
"Terminal para bordes danpalon Policarbonato Transparente - 6,8,10,12,16 x 6m",UND,RD$500.00,RD$423.73,,Plasticos Comerciales - Materiales generales
Terminal para bordes  Aluminio Gris  - 6mm x 6m,UND,"RD$1,500.00","RD$1,271.19",,Plasticos Comerciales - Materiales generales
Terminal para bordes  Aluminio Mill Finish Dr Holes  - 8mm x 3m,UND,RD$625.00,RD$529.66,,Plasticos Comerciales - Materiales generales
Terminal para bordes Aluminio Mill Finish Dr Holes  - 10mm x 3m,UND,RD$625.00,RD$529.66,,Plasticos Comerciales - Materiales generales
Terminal para bordes Aluminio Mill Finish Dr Holes  - 12mm x 3m,UND,RD$625.00,RD$529.66,,Plasticos Comerciales - Materiales generales
Terminal para bordes Aluminio Gris  - 16mm x 6m,UND,"RD$1,700.00","RD$1,440.68",,Plasticos Comerciales - Materiales generales
Terminal para bordes  Aluminio Mill Finish  - 22mm x 3m,UND,"RD$1,150.00",RD$974.58,,Plasticos Comerciales - Materiales generales
Perfil estándar  p/bordes de techo  6ml,UND,"RD$3,600.00","RD$3,050.85",,Plasticos Comerciales - Materiales generales
"Terminal p/conector U/2 - Dual, Panal y Softlite - Transparente",UND,RD$31.00,RD$26.27,,Plasticos Comerciales - Materiales generales
Terminal p/conector U1040 - 1040 de Multicelda - Transparente,UND,RD$51.00,RD$43.22,,Plasticos Comerciales - Materiales generales
Terminal p/conector U - Aluminio - Gris,UND,RD$60.00,RD$50.85,,Plasticos Comerciales - Materiales generales
,,,,,
PLAFONES  ,,,,,
Plafon Blanco FY-001 esp-7mm -250mm x 5800mm,UND,RD$366.00,RD$310.17,,Plasticos Comerciales - Materiales generales
Plafon Blanco FY-003 esp-7mm - 603mm x 603mm - 2´x2´,UND,RD$88.00,RD$74.58,,Plasticos Comerciales - Materiales generales
Plafon Blanco FY-004 esp-7mm - 603m x 1206mm - 2´x4´,UND,RD$188.00,RD$159.32,,Plasticos Comerciales - Materiales generales
Perfil Extremo  FY-002 p/plafond PVC,UND,RD$130.00,RD$110.17,,Plasticos Comerciales - Materiales generales
Perfil Top Corner p/plafond PVC,UND,RD$130.00,RD$110.17,,Plasticos Comerciales - Materiales generales
Perfil H p/plafond PVC,UND,RD$130.00,RD$110.17,,Plasticos Comerciales - Materiales generales
"Plafón PVC Machihembrado, Todo Costo",M2,RD$750.00,RD$635.59,,MINIBANNER CON LINK
"Plafón PVC Comercial 2x2, Todo Costo",M2,RD$810.00,RD$686.44,,MINIBANNER CON LINK
"Plafón fisurado en fibra mineral 2x2 de 1/2"", Todo Costo",M2,RD$715.00,RD$605.93,,MINIBANNER CON LINK
,,,,,
ADITIVOS Y MORTEROS ESPECIALES PARA LA CONSTRUCCION Y JUNTAS,,,,,
Aditivo acelerante para concreto Sikaset - 5GAL,UND,RD$828.05,RD$701.74,,MINIBANNER CON LINK
Mortero autonivelante Sika Level 100 25Kg,UND,"RD$1,967.96","RD$1,667.76",,MINIBANNER CON LINK
Mortero de alta resistencia Sika Grout 213 30Kg,UND,"RD$1,521.43","RD$1,289.35",,MINIBANNER CON LINK
Cinta asfáltica Sika Multiseal 100mm x 10m,UND,"RD$1,359.49","RD$1,152.11",,MINIBANNER CON LINK
Fibra para mortero Sikafiber 1.0Kg,UND,RD$588.28,RD$498.54,,MINIBANNER CON LINK
Masilla Poliuretano Sikaflex Cartucho,UND,RD$460.94,RD$390.63,,MINIBANNER CON LINK
"Cinta Water Stop PVC 9""",ML,RD$218.06,RD$184.80,,MINIBANNER CON LINK
,,,,,
ESTRUCTURAS METALICAS - HERRERIA,,,,,
"Barra hierro negro cuadrada 1/2"" x 20 pies",UND,RD$400.00,RD$338.98,,MINIBANNER CON LINK
"Barra hierro negro cuadrada 5/8"" x 20 pies",UND,RD$620.01,RD$525.43,,MINIBANNER CON LINK
"Perfil hierro negro 2""x 4""x 20 pies 1.6mm",UND,"RD$1,860.00","RD$1,576.27",,MINIBANNER CON LINK
"Perfil hierro negro 2""x 1""x 20 pies 1.6mm",UND,RD$830.00,RD$703.39,,MINIBANNER CON LINK
"Planchuela hierro negro 2"" x 1/4"" x 20pies",UND,RD$812.00,RD$688.14,,MINIBANNER CON LINK
"Angular hierro negro 1-1/2"" x 1/8""  x 20pies",UND,RD$610.00,RD$516.95,,MINIBANNER CON LINK
Perfil W4 x 13 Lb/PL 30 pies A36,UND,"RD$12,090.00","RD$10,245.76",,MINIBANNER CON LINK
Perfil W6 x 12 Lb/PL 30 pies A36,UND,"RD$11,160.00","RD$9,457.63",,MINIBANNER CON LINK
Perfil W6 x 15 Lb/PL 30 pies A36,UND,"RD$13,950.00","RD$11,822.03",,MINIBANNER CON LINK
Perfil W8 x 10 Lb/PL 30 pies A36,UND,"RD$9,300.00","RD$7,881.36",,MINIBANNER CON LINK
Perfil W8 x 15 Lb/PL 30 pies A36,UND,"RD$13,950.00","RD$11,822.03",,MINIBANNER CON LINK
Perfil W8 x 24 Lb/PL 30 pies A36,UND,"RD$22,320.00","RD$18,915.25",,MINIBANNER CON LINK
Perfil W8 x 31 Lb/PL 30 pies A36,UND,"RD$28,830.00","RD$24,432.20",,MINIBANNER CON LINK
Perfil W10 x 12 Lb/PL 30 pies A36,UND,"RD$11,160.00","RD$9,457.63",,MINIBANNER CON LINK
Perfil W10 x 15 Lb/PL 30 pies A36,UND,"RD$13,950.00","RD$11,822.03",,MINIBANNER CON LINK
"Perfil HSS 8""x8""x1/4"" 40 pies A36",UND,"RD$34,775.00","RD$29,470.34",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 3/4"" A36",UND,"RD$25,400.00","RD$21,525.42",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 5/8"" A36",UND,"RD$21,300.00","RD$18,050.85",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 1/2"" A36",UND,"RD$16,400.01","RD$13,898.31",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 3/8"" A36",UND,"RD$12,500.00","RD$10,593.22",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 1/4"" A36",UND,"RD$7,700.01","RD$6,525.43",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 3/16"" A36",UND,"RD$5,700.00","RD$4,830.51",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 1/8"" A36",UND,"RD$3,650.00","RD$3,093.22",,MINIBANNER CON LINK
"Tola hierro negro 4 x 8 pies 1/16"" A36",UND,"RD$1,900.00","RD$1,610.17",,MINIBANNER CON LINK
"Perfil hierro galvanizado 1-1/2""x 1-1/2""x 20 pies 1.5mm",UND,RD$950.00,RD$805.08,,MINIBANNER CON LINK
"Disco de corte metal 7"" Metabo",UND,RD$170.00,RD$144.07,,MINIBANNER CON LINK
"Disco de corte metal 9"" Metabo",UND,RD$235.00,RD$199.15,,MINIBANNER CON LINK
"Soldadura Universal 6013 3/32""",LB,RD$78.00,RD$66.10,,MINIBANNER CON LINK
"Soldadura Universal 7018 1/8""",LB,RD$115.00,RD$97.46,,MINIBANNER CON LINK
Zinc acanalado Calibre 34 - Plancha 6 x 3 pies,UND,RD$240.00,RD$203.39,,MINIBANNER CON LINK
Zinc acanalado Calibre 29 - Plancha 6 x 3 pies,UND,RD$350.00,RD$296.61,,MINIBANNER CON LINK
Caballete zinc calibre 34 - 6 pies,UND,RD$150.00,RD$127.12,,MINIBANNER CON LINK
Caballete zinc calibre 29 - 6 pies,UND,RD$200.00,RD$169.49,,MINIBANNER CON LINK
Aluzinc acanalado Plancha ancho 3.45 pies (espesor 0.55mm),PL,RD$121.00,RD$102.54,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
MetalDeck Cal. 22 (espesor 0.80mm) ancho 3.45 pies,PL,RD$325.00,RD$275.42,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
MetalDeck Cal. 24 (espesor 0.60mm) ancho 3.45 pies,PL,RD$190.00,RD$161.02,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
MetalDeck Cal. 26 (espesor 0.50mm) ancho 3.45 pies,PL,RD$175.00,RD$148.31,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
Motosoldadora Lincoln 5.5KW,UND,"RD$171,255.00","RD$145,131.36",,MINIBANNER CON LINK
,,,,,
"TECHOS - TÉRMICOS, LAMINAS ACANALADAS,  POLICARBONATO, TEJAS, FASCIA",,,,,
Techo térmico Sunas 2.10 X 11.98m - 6mm,UND,"RD$14,900.00","RD$12,627.12",,Plasticos Comerciales - Materiales generales
Techo térmico  Termaluz 2.10 X 11.98m - 6mm,UND,"RD$15,900.00","RD$13,474.58",,Plasticos Comerciales - Materiales generales
Techo térmico Polygal 2.10 X 11.98m- 6mm,UND,"RD$15,900.00","RD$13,474.58",,Plasticos Comerciales - Materiales generales
Techo térmico  Shutter 2.10 X 580m- 6mm,UND,"RD$8,000.00","RD$6,779.66",,Plasticos Comerciales - Materiales generales
Techo térmico Sunas Frosted  2.10 X 11.98m - 8mm,UND,"RD$16,900.00","RD$14,322.03",,Plasticos Comerciales - Materiales generales
Techo térmico Polygal Frosted  2.10 X 11.98m- 8mm,UND,"RD$19,600.00","RD$16,610.17",,Plasticos Comerciales - Materiales generales
Techo térmico Sunas Frosted  2.10 X 11.98m - 10mm,UND,"RD$17,000.00","RD$14,406.78",,Plasticos Comerciales - Materiales generales
Techo térmico Slite Frosted  2.10 X 11.98m - 10mm,UND,"RD$21,800.00","RD$18,474.58",,Plasticos Comerciales - Materiales generales
Techo térmico Polygal Frosted  2.10 X 11.98m - 10mm,UND,"RD$21,800.00","RD$18,474.58",,Plasticos Comerciales - Materiales generales
Techo térmico Polygal Triple pared  2.10 X 11.98m - 16mm,UND,"RD$32,200.00","RD$27,288.14",,Plasticos Comerciales - Materiales generales
Láminas acanaladas USA indust.V-250 - Suntuf - 0.80mm x 1.06m x 11.98m,UND,"RD$7,200.00","RD$6,101.69",,Plasticos Comerciales - Materiales generales
Láminas acanaladas USA indust.V-250  - 0.80mm x 1.09m x 11.98m,UND,"RD$6,800.00","RD$5,762.71",,Plasticos Comerciales - Materiales generales
Láminas acanaladas USA indust.V-250 - Extura - 0.80mm x 1.09m x 11.98m,UND,"RD$6,800.00","RD$5,762.71",,Plasticos Comerciales - Materiales generales
Láminas acanaladas USA Sunsky 12 - 0.80mm x 0.965m x 11.98m,UND,"RD$6,100.00","RD$5,169.49",,Plasticos Comerciales - Materiales generales
Láminas acanaladas Industrial 12 - 0.80mm x 0.965m x 11.98m,UND,"RD$6,100.00","RD$5,169.49",,Plasticos Comerciales - Materiales generales
Láminas acanaladas Industrial 12 - Extura - 0.80mm x 0.965m x 11.98m,UND,"RD$6,100.00","RD$5,169.49",,Plasticos Comerciales - Materiales generales
Láminas acanaladas Blanco opaco PVC ondulada 1mm x 0.86m x 10.99m,UND,"RD$3,000.00","RD$2,542.37",,Plasticos Comerciales - Materiales generales
Láminas acanaladas Transparente perfil hierro  ondulada - Policarbonato 0.70mm x 0.81 x 10.99m,UND,"RD$3,700.00","RD$3,135.59",,Plasticos Comerciales - Materiales generales
Policarbonato transparente  0.75mm  4' x 8',UND,"RD$1,600.00","RD$1,355.93",,Plasticos Comerciales - Materiales generales
Policarbonato transparente   1mm 4' x 8' ,UND,"RD$2,000.00","RD$1,694.92",,Plasticos Comerciales - Materiales generales
Policarbonato transparente  1.5mm  4' x 8' ,UND,"RD$2,990.00","RD$2,533.90",,Plasticos Comerciales - Materiales generales
Policarbonato transparente   2mm  4' x 8' ,UND,"RD$3,800.00","RD$3,220.34",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/8"" 4' x 8'",UND,"RD$7,080.00","RD$6,000.00",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/8"" 6' x 8'",UND,"RD$8,544.00","RD$7,240.68",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/8"" 6'x 12'",UND,"RD$12,820.00","RD$10,864.41",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 3/16"" 4' x 8' ",UND,"RD$8,992.00","RD$7,620.34",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 3/16"" 6' x 8' ",UND,"RD$13,448.00","RD$11,396.61",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 3/16"" 6'x 12'",UND,"RD$20,233.00","RD$17,146.61",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/4"" 4' x 8' ",UND,"RD$11,392.00","RD$9,654.24",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente  1/4"" 6' x 8' ",UND,"RD$17,100.00","RD$14,491.53",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/4"" 6'x 12'",UND,"RD$25,650.00","RD$21,737.29",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/4"" 6.7' x 19'",UND,"RD$45,400.00","RD$38,474.58",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 3/8"" 4' x 8' ",UND,"RD$18,000.00","RD$15,254.24",,Plasticos Comerciales - Materiales generales
"Policarbonato transparente 1/2"" 4' x 8'",UND,"RD$22,900.00","RD$19,406.78",,Plasticos Comerciales - Materiales generales
Tejas PVC Gris 2.5 mm -  1.04m x 5.68m,UND,"RD$3,800.00","RD$3,220.34",,Plasticos Comerciales - Materiales generales
Tejas PVC  Roja 2.5 mm -  1.04m x 5.68m,UND,"RD$3,800.00","RD$3,220.34",,Plasticos Comerciales - Materiales generales
Tejas PVC Verde 2.5 mm -  1.04m x 5.68m,UND,"RD$3,800.00","RD$3,220.34",,Plasticos Comerciales - Materiales generales
Caballete p/tejas PVC Gris 2.5mm - 1.04m,UND,RD$600.00,RD$508.47,,Plasticos Comerciales - Materiales generales
Caballete p/tejas PVC Rojo 2.5mm - 1.04m,UND,RD$600.00,RD$508.47,,Plasticos Comerciales - Materiales generales
Caballete p/tejas PVC Verde  2.5mm - 1.04m,UND,RD$600.00,RD$508.47,,Plasticos Comerciales - Materiales generales
Empalme de pared p/tejas PVC Gris 2.5mm - 1.04m,UND,RD$625.00,RD$529.66,,Plasticos Comerciales - Materiales generales
Empalme de pared p/tejas PVC  Rojo 2.5mm - 1.04m,UND,RD$625.00,RD$529.66,,Plasticos Comerciales - Materiales generales
Empalme de pared p/tejas PVC  Verde 2.5mm - 1.04m,UND,RD$625.00,RD$529.66,,Plasticos Comerciales - Materiales generales
Fascia  marrón oscuro 63mm x 10mm x 2.9m,UND,RD$450.00,RD$381.36,,Plasticos Comerciales - Materiales generales
Fascia madera  Café 63mm x 10mm x 2.9m,UND,RD$450.00,RD$381.36,,Plasticos Comerciales - Materiales generales
Fascia madera   Rojo  63mm x 10mm x 2.9m,UND,RD$450.00,RD$381.36,,Plasticos Comerciales - Materiales generales
Fascia  madera  Roble colourmix  63mm x 10mm x 2.9m,UND,RD$450.00,RD$381.36,,Plasticos Comerciales - Materiales generales
Fascia madera  Blanca  colourmix 63mm x 10mm x 2.9m,UND,RD$450.00,RD$381.36,,Plasticos Comerciales - Materiales generales
Fascia madera   Gris oscuro  colourmix 63mm x 10mm x 2.9m,UND,RD$450.00,RD$381.36,,Plasticos Comerciales - Materiales generales
,,,,,
TORNILLOS,,,,,
"Tarugo rojo 7/32"" x 1-1/2""",UND,RD$0.55,RD$0.47,,MINIBANNER CON LINK
"Tarugo verde 1/4"" x 1-1/2""",UND,RD$1.15,RD$0.97,,MINIBANNER CON LINK
"Tarugo azul 5/16"" x 1-1/2""",UND,RD$1.20,RD$1.02,,MINIBANNER CON LINK
"Tarugo naranja 3/8"" x 1-1/2""",UND,RD$1.27,RD$1.08,,MINIBANNER CON LINK
Tarugo azul con tornillo   ,UND,RD$2.61,RD$2.21,,
"Tornillo tirafondo 6 x 1""",UND,RD$1.72,RD$1.46,,MINIBANNER CON LINK
"Tornillo tirafondo 8 x 1""",UND,RD$3.30,RD$2.80,,MINIBANNER CON LINK
